line_num,station_cd,station_nm,fr_code,operator,transfer,doors,english,japanese,chinese,restroom,crossable,wheelchair_charge,lost_found,parking,bicycle,document,atm,train_ticket,lounge,nursing_room,camera,phone_charge,locker,address,cx,cy,telno,origin
1호선,1905,회룡,111,한국철도공사,4602,,Hoeryong,フェリョン,回龙,,Y,,Y,Y,Y,Y,,,,Y,,,,경기도 의정부시 평화로 363,37.724846,127.046895,1544-7788,"태조가 함흥에서 한양으로 환궁할 때 가마가 화룡사라는 절 부근에 이르러 움직이지 않아, 무학대사가 축원을 드리자 비로소 가마가 움직였으므로 이를 기념하기 위해 회룡사로 개칭한데서 유래"
1호선,1904,망월사,112,한국철도공사,,,Mangwolsa,マンウォルサ,望月寺,,Y,,,Y,Y,Y,,,,,,,,경기도 의정부시 평화로 221,37.709914,127.047455,1544-7788,인근에 해마다 정월 대보름에 만월을 보는 사찰이라 하여 망월사라 붙여진 절이 있어 명명
1호선,1903,도봉산,113,한국철도공사,1903,,Dobongsan,トボンサン,道峰山,Y,Y,Y,,,Y,,,,Y,,,,,서울특별시 도봉구 도봉로 964-33,37.689313,127.046222,1544-7788,큰 바윗길이 산전체를 이루고 있어 (길(道)봉우리(峰)) 지었다는 설에서 유래
1호선,1902,도봉,114,한국철도공사,,,Dobong,トボン,道峰,,Y,Y,,Y,,,,,Y,,,,,서울특별시 도봉구 도봉로 170길 2,37.679563,127.045595,1544-7788,북쪽에 명산인 도봉산이 있어서 지역 이름을 도봉동이라 한데서 유래
1호선,1901,방학,115,한국철도공사,,,Banghak,パンハク,放鹤,Y,Y,,,,Y,,,,Y,,,,,서울특별시 도봉구 도봉로 150다길 3,37.667503,127.044273,1544-7788,"도봉동에 있는 도봉서원의 창건과 관련하여 조선조 도봉서원을 정하기 위해 도봉산 중턱에서 중다리를 내려다보니 학이 평화스럽게 많이 놀고 있어 이곳 방학골이라는 설과, 이곳 지형이 학이 알을 품고 있는 형상을 하고 있어 방학골이라는 설과, 곡식찧는 기구인 방아있는곳이라는 의미에서 우리말로 방앗골이라 불렀던 곳이 한자음이 비슷한 방학리로 되었다는 설이 있음"
1호선,1022,창동,116,한국철도공사,412,,Chang-dong,チャンドン,仓洞,Y,Y,Y,Y,Y,Y,Y,,,,,,,,서울특별시 도봉구 마들로11길 77,37.653166,127.047731,1544-7788,"본래 이 지역 일대가 넓은 들판으로서, 조선시대에 임금님께 곡식을 진상하던 곡물창고가 있었던데서 유래"
1호선,1021,녹천,117,한국철도공사,,,Nokcheon,ノクチョン,鹿川,Y,Y,,,,,,,,,,,,,서울특별시 도붕구 덕릉로 376,37.644799,127.051269,1544-7788,홍수로 인해 폐허가 된 마을 뒷산에서 사슴이 내려와 마을앞 중랑천에서 목욕을 하고 간 이후부터 농사가 잘 되고 마을 일도 순조로와져 녹천이라 불림
1호선,1020,월계,118,한국철도공사,,,Wolgye,ウォルゲ,月溪,Y,Y,,,Y,Y,,,,Y,,,,,서울특별시 노원구 월계로53길 40,37.633212,127.058831,1544-7788,동쪽으로 중랑천이 흐르고 동북쪽에서 서쪽으로 북한산의 지맥이 이어진데다가 지형이 반달처럼 생겨
1호선,1019,광운대,119,한국철도공사,1305,,Kwangwoon Univ.,クァンウンデ,光云大学,,Y,,,Y,Y,,,,Y,,Y,,,서울특별시 노원구 석계로 98-2,37.623632,127.061835,1544-7788,"한양성의 북쪽에 있는 곳이라 하여 유래되었으나, 행정구역 개편 등으로 지역구와 동명이 맞지 않아 2013년 2월 25일부터 인근의 광운대를 역명으로 변경."
1호선,1018,석계,120,한국철도공사,,,Seokgye,ソッケ,石溪,Y,Y,,,Y,Y,,,,Y,,,,,서울특별시 노원구 화랑로 341,37.614805,127.065851,1544-7788,석계역은 석관동(石串洞)과 월계동(月溪洞)의 경계지역에 위치하여 석관동의 첫글자인 石자와 월계동의 두 번째 글자인 溪자를 조합하여 제정
1호선,1017,신이문,121,한국철도공사,,,Sinimun,シニムン,新里门,Y,Y,,,,Y,,,,,,,,,서울특별시 동대문구 한천로 472,37.601854,127.067325,1544-7788,조선시대때 이문밖으로 도둑이 많아 포졸들의 방범초소를 이문에 설치한 이후로 이문이라는 지명이 됨
1호선,1016,외대앞,122,한국철도공사,,,Univ. of Foreign Studies,ウェデアプ,韩国外国语大学,,Y,,,,,Y,,,,,Y,,,서울특별시 동대문구 휘경로 27,37.596073,127.063549,1544-7788,"당초 역명은 휘경으로, 휘경동이 인접해있어 부여하였으나 회기역과의 발음 혼돈성 문제와 정작 회기역이 위치한 지역이 휘경동으로 승객들에게 지리적 혼란을 가중시켜 인근에 위치한 한국외국어대학교에서 이름을 따옴"
1호선,1015,회기,123,한국철도공사,,,Hoegi,フェギ,回基,,Y,,,Y,Y,Y,Y,,,Y,,,,서울특별시 동대문구 회기로 196,37.58946,127.057583,1544-7788,산 5번지에 있는 연산군의 생모인 폐비 윤씨의 묘소가 있는데에서 유래
1호선,158,청량리,124,서울교통공사,1014X13061845,,Cheongnyangni (SeoulSiripdaeip-gu),チョンニャンニ,清凉里(首尔市立大学),,Y,,,Y,Y,,Y,,Y,,Y,,Y,서울특별시 동대문구 왕산로 지하 205 (전농동) (청량리역),,,02-6110-1241,청량리는 청량1동 61번지에 있는 사찰 청량사(淸凉寺)에서 지명이 유래되었고 일찍부터 도성 사람들의 성외 피서 및 교외로 나가던 곳이며 이 때부터 청량동으로 불리게 되었다.
1호선,157,제기동,125,서울교통공사,,,Jegi-dong,チェギドン,祭基洞,,Y,,,,,,Y,,,,Y,,Y,서울특별시 동대문구 왕산로 지하 93 (제기동) (제기동역),37.578103,127.034893,02-6110-1251,제기동은 조선 9대 왕인 성종이 풍농을 기원하기 위해 이 마을에 친경대. 즉 선농단을 만들어 왕이 친히 제사를 지내던 자리라는 데에서 동명의 기원을 두고 있다.
1호선,156,신설동,126,서울교통공사,246X4713,,Sinseol-dong,シンソルトン,新设洞,,Y,,Y,,Y,,Y,,,,Y,,Y,서울특별시 동대문구 왕산로 지하 1 (신설동) (1호선 신설동역),37.575297,127.025087,02-6110-1261,신설동은 조선 중기 동부 숭신방(성외)에 새로 설치된 마을이므로 신설계라 부른데서 유래되었다. 즉 영조 27년(1751년)의 기록에 처음으로 신설계가 나타나고 있다.
1호선,159,동묘앞,127,서울교통공사,,,Dongmyo,トンミョアプ,东庙,,Y,Y,,,Y,,,,Y,,,,,서울특별시 종로구 종로 359 (숭인동) (1호선 동묘앞역),37.572627,127.016429,02-6110-1271,동묘는 삼국지의 명장 관우의 사당으로 정식 명칭은 동관왕묘이며 임진왜란 뒤인 1604년(선조 32)에 세워졌다.
1호선,155,동대문,128,서울교통공사,421,,Dongdaemun,トンデムン,东大门,,Y,,,,,,Y,,Y,Y,Y,,Y,서울특별시 종로구 종로 지하 302 (창신1동) (1호선 동대문역),37.57142,127.009745,02-6110-1281,동대문은 흥인지문의 속칭으로 도성 4대문의 하나이다. 보물 제  1호로 지정된 동대문은 조선 초 태조 때에 세워졌지만 조선 말 고종 때 완전히 해체하여 바닥을 높인 다음 건축한 것이다. 이 문을 특별히 옹성으로 쌓은 것은 이곳의 지대가 낮아 외적을 방어하기 어렵기 때문이다.
1호선,154,종로5가,129,서울교통공사,,,Jongno5-ga,チョンノオガ,钟路五街,,Y,,Y,,,,Y,,,,Y,,Y,서울특별시 종로구 종로 지하 216  (종로5가) (1호선 종로5가역),37.570926,127.001849,02-6110-1291,종로는 조선왕조 500년 동안 밤에는 인정. 새벽에는 파루를 쳐서 도성 8문을 여닫게 하는 종루가 있어 유래된 것이다. 이 거리에는 조선 초부터 시전이 있었던 번화가였으므로 일명 운종가로 칭한 서울의 중심가였다.
1호선,153,종로3가,130,서울교통공사,319X2535,,Jongno3-ga,チョンノサムガ,钟路三街,,Y,Y,,,Y,,Y,,Y,Y,Y,,Y,서울특별시 종로구 종로 지하 129 (종로3가) (1호선 종로3가역),37.571607,126.991806,02-6110-1301,종로는 조선왕조 500년 동안 밤에는 인정. 새벽에는 파루를 쳐서 도성 8문을 여닫게 하는 종루가 있어 유래된 것이다. 이 거리에는 조선 초부터 시전이 있었던 번화가였으므로 일명 운종가로 칭한 서울의 중심가였다.
1호선,152,종각,131,서울교통공사,,,Jonggak,チョンガク,钟阁,,,Y,,,,Y,Y,,,,Y,,Y,서울특별시 종로구 종로 지하 55 (종로1가) (종각역),37.570161,126.982923,02-6110-1311,종각은 조선왕조 500년 동안 밤에는 인정. 새벽에는 파루를 쳐서 도성 8문을 여닫게 하는 종루가 있었는데 보신각이라는 편액을 달면서 보신각으로 유래하였고. 현재는 종각이라고 시민들에게 널리 알려져 있다. 3.1절. 광복절. 새해를 알리는 제야에 종을 쳐 우리에게 희망을 주는 종으로 사랑받게 되었다.
1호선,151,시청,132,서울교통공사,201,,City Hall,シチョン,市厅,,Y,,,,,,Y,,,,,Y,Y,서울특별시 세종대로 지하 101 (정동) (1호선 시청역),37.564718,126.977108,02-6110-1321,시청역에 위치한 태평로는 1914년에 서소문동에 있던 중국 사신을 맞던 태평관의 이름을 따서 붙인 것이다. 명(明)의 사신이 오면 이 길을 거쳐 태평관에서 경복궁으로 들어갔다. 시청 본관이 인접해 시청역이라 한다.
1호선,150,서울,133,서울교통공사,426X1251,,Seoul Station,ソウルヨク,首尔(站),,Y,,,,,Y,Y,,,,Y,,Y,서울특별시 세종대로 지하 2 (남대문로 5가) (1호선 서울역),37.554648,126.972559,02-6110-1331,"서울역은 광무 4년(1900년) 남대문역으로 출발하여 1923년 경성역으로 개칭되었으나 광복 후 1947년 ""서울"" 지명을 반영하여 서울역으로 개칭되어 불러지게 되었다. 사적 제284호로 지정된 서울역사는 1925년에 지어진 건물로 현재는 민자역사 건설로 사적지로 남아있음. 구)서울역 인근 지하지점에 위치한 지하철 1호선 서울역은 1974.8.15 개통되었다."
1호선,1002,남영,134,한국철도공사,,,Namyeong,ナミョン,南营,Y,Y,,,,,,Y,,Y,,,,,서울특별시 용산구 한강대로77길 25,37.541021,126.9713,1544-7788,"조선시대때 남산 밑으로 병영이 있었는데, 그 남쪽 병영이 있었던 곳이라 하여 남영이라 했다는데서 유래"
1호선,1003,용산,135,한국철도공사,100C,,Yongsan,ヨンサン,龙山,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,서울특별시 용산구 한강대로23길 55,37.529849,126.964561,1544-7788,"산세가 용과 같다는 설과, 백제때 두 마리 용이 나타났다는 설에서 유래"
1호선,1004,노량진,136,한국철도공사,4117,,Noryangjin,ノリャンジン,鹭梁津,,Y,,Y,,,,Y,,Y,,,,Y,서울특별시 동작구 노량진로 151,37.514219,126.942454,1544-7788,"한강이 접하고 있고 옛날에는 수양버들이 많이 우거져있어 각종 조류등이 모여들어 놓던 곳으로, 강북 지역으로 왕래하는 노량나루터가 있었던데서 유래"
1호선,1005,대방,137,한국철도공사,,,Daebang,テバン,大方,Y,Y,,,Y,Y,Y,Y,,Y,,,,,서울특별시 영등포구 여의대방로 300,37.513342,126.926382,1544-7788,조선시대 높은 절과 번댕이 두 마을로 이루어진 곳이었으나 일제시대때 번대방리라고 하다가 광복후 대방으로 개칭
1호선,1032,신길,138,한국철도공사,,,Sin-gil,シンギル,新吉,,Y,,,,Y,,Y,,Y,,,,,서울특별시 영등포구 영등포로 327,37.517122,126.917169,1544-7788,새로 좋은 일이 많이 생기기를 기원하는 뜻에서 지어졌다고 한데서 유래
1호선,1006,영등포,139,한국철도공사,,,Yeongdeungpo,ヨンドゥンポ,永登浦,,Y,,,Y,Y,,,,Y,,,,,서울특별시 영등포구 경인로 846,37.515504,126.907628,1544-7788,이 지역의 포구에서 선박이 출입하였기에 유래
1호선,1007,신도림,140,한국철도공사,234,,Sindorim,シンドリム,新道林,Y,Y,Y,Y,Y,Y,,Y,,,Y,Y,Y,Y,서울특별시 구로구 새마로 지하117-21,37.508725,126.891295,1544-7788,인근의 신도림동에서 명명됨. 신도림동은 동이 새로 생기며 기존의 도림동이 있어 신도림동으로 명명됨
1호선,1701,구로,141,한국철도공사,1701B,,Gu-ro,クロ,九老,,Y,,Y,Y,Y,Y,Y,,Y,,Y,,Y,서울특별시 구로구 구로중앙로 174,37.503039,126.881966,1544-7788,이곳에 장수한 아홉 노인이 살았다 하여 구로(九老)라는 지명이 유래
1호선,1701,구로,141,한국철도공사,1701A,,Gu-ro,クロ,九老,,Y,,Y,Y,Y,Y,Y,,Y,,Y,,Y,서울특별시 구로구 구로중앙로 174,37.503039,126.881966,1544-7788,이곳에 장수한 아홉 노인이 살았다 하여 구로(九老)라는 지명이 유래
1호선,1813,구일,142,한국철도공사,,,Guil,クイル,九一,Y,Y,,,,Y,,Y,,Y,,,,,서울특별시 구로구 구일로 133,37.496756,126.870793,1544-7788,구로1동에 역이 세워져 역명을 구일로 명명
1호선,1801,개봉,143,한국철도공사,,,Gaebong,ケボン,开峰,,Y,,,,,Y,Y,,Y,,,,Y,서울특별시 구로구 경인로40길 47,37.494594,126.85868,1544-7788,인근 개웅산과 매봉재의 이름을 따 개봉동이라는 동명이 생긴데서 명명
1호선,1802,오류동,144,한국철도공사,,,Oryu-dong,オリュドン,梧柳洞,,Y,,,Y,Y,Y,,,Y,,,,Y,서울특별시 구로구 경인로 20길 13,37.494526,126.845365,1544-7788,오동나무와 버드나무가 많이 있다는데서 유래
1호선,1821,온수,145,한국철도공사,2752,,Onsu,オンス,温水,,Y,,,Y,Y,,Y,,Y,,,,,서울특별시 구로구 부일로 872,37.492258,126.823388,1544-7788,이곳 부평도호부 일대에서 더운물이 솟아나온 기록이 있어 온수골이라 칭한데서 유래
1호선,1803,역곡,146,한국철도공사,,,Yeokgok,ヨッコク,驿谷,,Y,,,Y,Y,Y,,,Y,,,,Y,경기도 부천시 원미구 역곡로 1,37.485178,126.811502,1544-7788,"옛날 고려말부터 조선 초엽까지 이곳에 설방(말을 관리하는 관청)이라 하는 일종의 역을 두었고, 이곳의 지형이 골짜기였기 때문에 두 의미를 합하여서 역곡이라 불리워진데서 유래"
1호선,1814,소사,147,한국철도공사,4804,,Sosa,ソサ,素砂,,Y,Y,Y,,Y,Y,,,Y,,,,,경기도 부천시 소사구 소사로 272,37.482753,126.79544,1544-7788,1910년경 부평군때 옥사면 소사리라는 지역에서 유래
1호선,1804,부천,148,한국철도공사,,,Bucheon,プチョン,富川,,Y,,,Y,Y,Y,,,Y,,,,Y,경기도 부천시 소사구 부천로 1,37.48405,126.782686,1544-7788,부평군의 (부)자와 인천부의 (천)자를 따서 부천을 만들었으며 지역명에 부합한 부천역으로 명명함
1호선,1822,중동,149,한국철도공사,,,Jung-dong,チュンドン,中洞,,Y,,Y,,,,Y,,,,,,Y,경기도 부천시 소사구 중동로 73,37.486562,126.764843,1544-7788,부천시의 가운데에 있다 하여 중동이라 명명
1호선,1805,송내,150,한국철도공사,,,Songnae,ソンネ,松内,,Y,,,,,Y,Y,,,,,,Y,경기도 부천시 소사구 송내대로 43,37.4876,126.753664,1544-7788,이곳에 소나무 동산이 있어 송내골이라 불린데서 유래
1호선,1815,부개,151,한국철도공사,,,Bugae,プゲ,富开,,Y,,,Y,Y,Y,Y,,,,,,,인천광역시 부평구 수변로 22,37.488418,126.74109,1544-7788,"1924년 경기도 부천군 부내면 마분리로 편입된 이후, 1985년 인천시 조례에 의거, 부개동으로 개칭됨"
1호선,1806,부평,152,한국철도공사,3120,,Bupyeong,プピョン,富平,,Y,,,Y,,Y,Y,,Y,Y,,,Y,인천광역시 부평구 광장로 16,37.489493,126.724805,1544-7788,"부평이란 이름은 고려 충선왕 2년(1310년)에 부평부라고 불려진데서 비롯된 이름으로, 원래 부평지역은 현 계산동이 그 중심이었으나 부평역이 생기면서 그 주변과 시장 지역을 부평이라 부르게 됨"
1호선,1807,백운,153,한국철도공사,,,Baegun,ペグン,白云,,Y,,Y,,,,Y,,,,,,,인천광역시 부평구 마장로 55번길 14,37.483664,126.707704,1544-7788,이곳에 역을 만들 때 지역 주민들이 역이름을 공모하여 백운이라 지음
1호선,1808,동암,154,한국철도공사,,,Dongam,トンアム,铜岩,,Y,,,,Y,Y,Y,,,,,,Y,인천광역시 부평구 동암광장로 10,37.471408,126.702896,1544-7788,지리적으로 이 지역에서 구리가 많이나와서 동암이라 불린데서 유래
1호선,1816,간석,155,한국철도공사,,,Ganseok,カンソク,间石,Y,Y,,,,,,Y,,,,,,,인천광역시 남동구 석정로 522-14,37.464737,126.694181,1544-7788,구 인천부 주안면 석암리 간촌리였으며 그후 주안2리로 불리다가 1914년 3월 1일 부천군의 면 폐합에 따라 부천군 다주면 간석리로 불리우게 된데서 유래
1호선,1809,주안,156,한국철도공사,3218,,Juan,チュアン,朱安,,Y,,,Y,Y,,Y,,Y,,Y,,Y,인천광역시 남구 주안로 95-19,37.464941,126.679923,1544-7788,"석바위 뒷산의 이름이 주안산이며, 이 산의 흙색이 붉고 산형태가 마치 기러기가 내려앉은 것 같다하여 주안산이 된데서 유래"
1호선,1823,도화,157,한국철도공사,,,Dohwa,トファ,道禾,,Y,,,Y,,,,,,,,,,인천광역시 남구 숙골로 24번길 9,37.46607,126.668672,1544-7788,"다소면 베말, 일명 쑥골, 도마다리라 불리우다가 1903년 8월 인천부가 동리명을 확정할 때 화동, 도마교리였던 것을 1946년 1월 1일 해방직후에 도화동으로 개칭한데서 유래"
1호선,1810,제물포,158,한국철도공사,,,Jemulpo,チェムルポ,济物浦,,Y,Y,Y,,,,Y,,,Y,Y,,,인천광역시 남구 경인로 129,37.466769,126.656666,1544-7788,"조선조 초때 이곳 인천 해안에 설치하였던 포구 이름이 제물포이며, 제물(祭物)이 제물(濟物)로 변함"
1호선,1817,도원,159,한국철도공사,,,Dowon,トウォン,桃源,Y,Y,,,,Y,Y,,,,,,,,인천광역시 동구 참외전로 245,37.468446,126.642706,1544-7788,옛날 복숭아나무가 많아서 복숭아골로 불려오다가 도산으로 변경뒤 1946년 도원동으로 명명
1호선,1811,동인천,160,한국철도공사,,,Dongincheon,トンインチョン,东仁川,,Y,,Y,,,,Y,,,,,,,인천광역시 중구 참외전로 121,37.475276,126.632802,1544-7788,"경인선 개통 이후 상인천역으로, 1955년 동인천역으로 역명 개칭"
1호선,1812,인천,161,한국철도공사,,,Incheon,インチョン,仁川,,Y,,,,Y,,,,Y,,,,Y,인천광역시 중구 제물량로 269,37.476691,126.616936,1544-7788,"삼국시대때 미추홀이라 불렸으며, 고구려때 매소홀, 통일신라때 소성현, 고려때 경원군으로 불리다 조선시대 태종 13년에 인천이라는 지명을 사용한데서 유래"
1호선,1702,가산디지털단지,P142,한국철도공사,2748,,Gasan Dijiteol Danji,カサン·デジタルダンジ,加山数码园区,,Y,,,,Y,Y,Y,,Y,,,,Y,서울특별시 금천구 벚꽃로 309,37.481072,126.882343,1544-7788,"이전 역명이었던 가리봉은 구로구에서 금천구로 넘어오기 전의 지명이었던 것이며, 현재 지역명 '가산'을 사용하며, 구로공단의 이미지 개선을 위한 '공단'의 새 이름 '디지털단지'를 사용하여 가산디지털단지라 명명, 2005년 7월 1일 개명함. '가산'은 작은 봉우리가 이어져 마을을 형성하고 있다는 데서 유래."
1호선,1714,독산,P143,한국철도공사,,,Doksan,トッサン,秃山,,Y,,,,Y,Y,Y,,,,,,,서울특별시 금천구 벚꽃로 115,37.466613,126.889249,1544-7788,마을 산봉우리에 나무가 없는 벌거숭이산이 있어 대머리 독(禿)자를 붙여 독산동이라 함
1호선,1703,금천구청,P144,한국철도공사,,,Geumcheon-gu Office,クムチョングチョン,衿川区厅,,Y,,,,,,,,Y,,,,,서울특별시 금천구 시흥대로 63길 91,37.455626,126.89398,1544-7788,"고구려시대때 잉벌로라는 지명으로 불렸으며, 고려사 지리지에 의하면 고려 6대 성종때 고을 별호를 시흥으로 했다는 데서 유래. 2008년 12월 29일부로 금천구청이 역 앞에 이전해와 금천구의 요구로 역명 변경."
1호선,1750,광명,P144-1,한국철도공사,,,,クァンミョン,光明,,,,,Y,,Y,,,,,,,,경기도 광명시 광명역로 21 광명역,37.416182,126.884466,1544-7788,광명이라는 명칭은 다른곳보다 해와 달이 잘 비추는 곳이라는 뜻에서 유래.
1호선,1704,석수,P145,한국철도공사,,,Seoksu,ソッス,石水,,Y,,,,Y,Y,,,Y,,,,,경기도 안양시 만안구 경수대로 1431,37.435047,126.902295,1544-7788,이 마을에 석공들이 많이 살아 석수동이라 한데서 유래
1호선,1705,관악,P146,한국철도공사,,,Gwanak,クァナク,冠岳,,Y,,,,Y,Y,Y,,Y,,,,,경기도 안양시 만안구 경수대로 1273번길 46,37.419232,126.908706,1544-7788,주위에 관악산이 있어 유래. 관악산은 산의 형상이 관(冠)과 유사하다 해서 명명.
1호선,1706,안양,P147,한국철도공사,,,Anyang,アニヤン,安养,,Y,,,Y,,Y,,,Y,Y,,,Y,경기도 안양시 만안구 만안로 232,37.401592,126.922874,1544-7788,안양사 라는 사찰이 있었다는데서 유래
1호선,1707,명학,P148,한국철도공사,,,Myeonghak,ミョンハク,鳴鶴,,Y,,,,,Y,Y,,Y,,,,,경기도 안양시 만안구 만안로 20,37.384653,126.935433,1544-7788,주변에 두루미가 많이 서식하여 두루미 울음소리가 크게 들려 이 이름을 따서 명학이라 함
1호선,1708,금정,P149,한국철도공사,1458,,Geumjeong,クムジョン,衿井,,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,,,경기도 군포시 군포로 750,37.372221,126.943429,1544-7788,벌판에 자리잡은 마을이라 어느곳이나 파기만 하면 물이 잘 나와 물긷는 여인들의 옷을 적신다 하여 금정리(衿井里)라 한데서 유래
1호선,1709,군포,P150,한국철도공사,,,Gunpo,クンポ,军浦,,Y,Y,,Y,Y,Y,Y,,,,,,,경기도 군포시 군포역1길 27,37.35356,126.948462,1544-7788,임진왜란 당시 관군이 왜군에 패하여 후퇴하다 이 지역에 이르러 승려의병과 관군을 재정비하면서 굶주린 관군을 배불리 먹인 지역이라 하여 군포(軍浦)라는 지명이 유래
1호선,1729,당정,P151,한국철도공사,,,Dangjeong,タンジョン,堂井,,Y,,,,,Y,,,,Y,,,,경기도 구노시 당정역로 91,37.344285,126.948345,1544-7788,근처에 물이 잘 나오는 우물이 있어 당제를 지낼 때 사용하였다 하여 당우물로 불린데서 유래
1호선,1710,의왕,P152,한국철도공사,,,Uiwang,ウィワン,义王,,Y,,,Y,Y,Y,,,Y,,,,,경기도 의왕시 철도박물관로 66,37.320852,126.948217,1544-7788,"이 지역이 조선시대 광주목에 속해있을 당시, 의곡면의 '의'와 왕륜면의 '왕'을 따서 의왕면이라 한데서 유래. 2004년 6월 25일 부로 의왕시의 역명 변경 요청에 따라 의왕역으로 역명 변경"
1호선,1711,성균관대,P153,한국철도공사,,,Sungkyunkwan Univ.,ソンギュングァンデ,成均馆大学,Y,Y,,Y,Y,,Y,Y,,Y,Y,,,,경기도 수원시 장안구 서부로 2149,37.300349,126.97075,1544-7788,인근에 성균관대학교 자연과학캠퍼스가 있어 명명
1호선,1712,화서,P154,한국철도공사,,,Hwaseo,ファソ,华西,,Y,,,Y,Y,Y,Y,,Y,,,,,경기도 수원시 팔달구 덕영대로 692,37.283862,126.989627,1544-7788,"조선조 정조가 축성한 화성의 서쪽에 위치한 문의 이름이 화서문이었는데, 이곳 행정상의 동명도 이 문의 명칭을 따서 화서동이라 한데서 유래"
1호선,1713,수원,P155,한국철도공사,1846,,Suwon,スウォン,水原,,Y,,Y,Y,,Y,Y,,Y,Y,Y,,Y,경기도 수원시 팔달구 덕영대로 924,37.265974,126.999874,1544-7788,"수성 또는 화성으로 불리웠으며, 1271년 원종12년때 수원도호부가 설치되어 수원이라는 지명을 쓰게 됨."
1호선,1715,세류,P156,한국철도공사,,,Seryu,セリュ,细柳,,Y,,,Y,Y,,Y,,,,,,,경기도 수원시 권선구 정조로 393-1,37.245025,127.013222,1544-7788,냇가에 버드나무가 많다 하여 '버드내'라고 불렸다 한데서 유래
